First Name,Middle Name,Last Name,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Name Prefix,Name Suffix,Nickname,File As,Organization Name,Organization Title,Organization Department,Birthday,Notes,Photo,Labels,E-mail 1 - Label,E-mail 1 - Value,E-mail 2 - Label,E-mail 2 - Value,E-mail 3 - Label,E-mail 3 - Value,Phone 1 - Label,Phone 1 - Value,Phone 2 - Label,Phone 2 - Value,Phone 3 - Label,Phone 3 - Value,Phone 4 - Label,Phone 4 - Value,Phone 5 - Label,Phone 5 - Value,Address 1 - Label,Address 1 - Formatted,Address 1 - Street,Address 1 - City,Address 1 - PO Box,Address 1 - Region,Address 1 - Postal Code,Address 1 - Country,Address 1 - Extended Address,Address 2 - Label,Address 2 - Formatted,Address 2 - Street,Address 2 - City,Address 2 - PO Box,Address 2 - Region,Address 2 - Postal Code,Address 2 - Country,Address 2 - Extended Address,Address 3 - Label,Address 3 - Formatted,Address 3 - Street,Address 3 - City,Address 3 - PO Box,Address 3 - Region,Address 3 - Postal Code,Address 3 - Country,Address 3 - Extended Address,Relation 1 - Label,Relation 1 - Value,Relation 2 - Label,Relation 2 - Value,Relation 3 - Label,Relation 3 - Value,Relation 4 - Label,Relation 4 - Value,Relation 5 - Label,Relation 5 - Value,Relation 6 - Label,Relation 6 - Value,Relation 7 - Label,Relation 7 - Value,Website 1 - Label,Website 1 - Value,Event 1 - Label,Event 1 - Value,Event 2 - Label,Event 2 - Value,Custom Field 1 - Label,Custom Field 1 - Value,Custom Field 2 - Label,Custom Field 2 - Value,Custom Field 3 - Label,Custom Field 3 - Value,Custom Field 4 - Label,Custom Field 4 - Value,Custom Field 5 - Label,Custom Field 5 - Value,Custom Field 6 - Label,Custom Field 6 - Value
Eunice,,Knox,,,,,,,,,,,,,,* myContacts,* Other,euniceknox@gmail.com,,,,,Main,+1 415 8183661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eva,,Ramirez-Preciado,,,,,,,,Grant Grover,,,2006-08-23,Wheelchair Van,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Mom Mobile,415-524-6528,Dad Mobile,415-524-5512,Brother,415-761-0434,Aunt,415-717-7573,,,Home,"475 Ignacio Blvd #259
Novato, CA 94949-6062
US","475 Ignacio Blvd #259
Novato, CA 94949-6062
US",,,,,,,Grant Grover,"800 College Ave
Kentfield, CA 94904-2501
US","800 College Ave
Kentfield, CA 94904-2501
US",,,,,,,,,,,,,,,,Rider,Roy Ramirez-Preciado,Mom,Eva Ramirez-Preciado,Dad,Froylan Ramirez,Aunt,Yoana Landon,Driver,John Cotten,,,,,,,,,,,Rider FirstNm,Roy,Rider LastNm,Ramirez-Preciado,Job Title,Roy Ramirez-Preciado Parent,,,,,,
Eva,,Ramirez-Preciado,,,,Roy Ramirez-Preciado Parent,,,,Grant Grover,,,2006-08-23,"Wheelchair Van
",,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Mom Mobile,415-524-6528,Dad Mobile,415-524-5512,Brother,415-761-0434,Aunt,415-717-7573,,,Home,"475 Ignacio Blvd #259
Novato, CA 94949-6062
US",475 Ignacio Blvd #259,Novato,,CA,94949-6062,US,,Grant Grover,"800 College Ave
Kentfield, CA 94904-2501
US",800 College Ave,Kentfield,,CA,94904-2501,US,,,,,,,,,,,Mom,Eva Ramirez-Preciado,Dad,Froylan Ramirez,Aunt,Yoana Landon,Driver,John Cotten,,,,,,,,,,,,,,,,,,,,,,,,
Bryan,,Sanchez-Tangle,Evaldo,,,,,,,,,,,,,GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: * myContacts,,,,,,,,415-235-4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evaldo,,Simao Da Silva,,,,,,,,Go Happy Transportation,Driver,,1980-03-23,"Driver_FirstNm: Evaldo  
Driver_LastNm: Simão da Silva
Driver_SS#: 947-97-9194
Driver_HmLocation1_Street: 5 Oliver Lane
HmLocation1_Street2: Apt. A
Driver_City: Mill Valley
Driver_State: CA 
Driver_ZIP: 94941
License_Zip_Code: 94941
Driver_Cell: 707-977-8434
Driver_DOB: 3/23/1980
Driver_Age: 44
DL/CDL #: Y3642441
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 3/23/2026
Make: Toyota
Model: Camry
Color: Silver
Plate No: 9FGM967
VIN #: 4t1B21HK9KU522082
Registration Expiration Date: 9/28/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: Progressive
Policy Number: 948783791
Policy Exp Dates: 5-1-25
",https://lh3.googleusercontent.com/contacts/AG6tpzF2r682ZddrcI17c-XgY4-UGRrWRUpRXzggJhy-FAXQMp1LsUvn,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Home,evaldosimaosilva@hotmail.com,,,,,Mobile,+1 (707) 977-8434,,,,,,,,,,"5 Oliver Ln
Mill Valley, CA 94941
US",5 Oliver Ln,Mill Valley,,CA,94941,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evaldo,,Simao da Silva,,,,,,,,Go Happy Transportation,Go Happy Driver,,1980-03-23,"Street address line 2: Apt. 1
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y3642441
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 3/23/2026
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/10/2021
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94941
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2019
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Toyota
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Camry
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Silver
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 9FGM967
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 4t1B21HK9KU522082
",,Imported on 11/24 3 ::: * myContacts,* Other,evaldosimaosilva@hotmail.com,,,,,Home,707-977-8434,,,,,,,,,Home,"25 Corte Oriental
Greenbrae, CA 94941",25 Corte Oriental,Greenbrae,,CA,94941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evelyn,,Hernandez,,,,,,,,Go Happy Transportation,Driver,,1988-03-24,"Driver_FirstNm: Evelyn
Driver_MiddleNm: Onelia
Driver_LastNm: Lopez Hernandez
Driver_ITIN: 94-2950964
Driver_HmLocation1_Street: 1005 Green Oak Drive
HmLocation1_Street2: Apt. 31
Driver_City: Novato
Driver_State: CA
Driver_ZIP: 94949
License_Zip_Code: 94949
Driver_Cell: 415-499-2574
Driver_DOB: 3/24/1988
Driver_Age: 36
DL/CDL #: Y3321245
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 3/24/2025
Make: Honda
Model: Odyssey
Color: Grey
Plate No: 8VRV656
VIN #: 5FNRL38659B407545
Registration Expiration Date: 8/2/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: Financial Indemnity Co
Policy Number: CCFIPS4410707-03
Policy Exp Dates: 10-10-25
",https://lh3.googleusercontent.com/contacts/AG6tpzFNbaTzLfb0hjaWlExJKtjyd_MEvWZ2D57-UBYpze518lyAiYgV,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Home,hernandezonelia9@gmail.com,,,,,Mobile,(415) 499-2574,,,,,,,,,,"1005 Green Oak Dr
Novato, CA 94949-6784
US",1005 Green Oak Dr,Novato,,CA,94949-6784,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evelyn,Onelia,Lopez Hernandez,,,,,,,,Go Happy Transportation,Go Happy Driver,,1988-03-24,"Street address line 2: Apt. 31
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y3321245
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 3/24/2030
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/22/2022
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94949
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2009
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Honda
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Odyssey
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Grey
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 8VRV656
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 5FNRL38659B407545
",,Imported on 11/24 3 ::: * myContacts,* Other,hernandezonelia9@gmail.com,,,,,Home,415-499-2574,,,,,,,,,Home,"1005 Green Oak Drive
Novato, CA 94949",1005 Green Oak Drive,Novato,,CA,94949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evie,,Hodgkinson,,,,,,,,Novato School District,Transportation Dispatcher,District Office,,,,School Contacts ::: Imported on 11/24 ::: Teachers ::: * myContacts,* Work,ehodgkinson@nusd.org,,,,,Office,415-892-1598,Mobile,415-786-0627,,,,,,,Transporation Office,"1015 Seventh Street
Novato, Marin County
USA",1015 Seventh Street,Novato,,Marin County,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Client Name,Novato School District,,,,,,,,,,
Nathan,,Adedaji,Fabiane,,,,,,,,,,,,,GO HAPPY RIDERS ::: * myContacts,,,,,,,,415-847-9836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabiane,,Silva Ramos,,,,,,,,Go Happy Transportation,Go Happy Driver,,1979-12-04,"Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y7136776
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 12/4/2029
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/10/2021
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94954
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2024
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Subaru
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Crosstrek
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: White
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 9LNY179
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: JF2GUADC6R8328195
",,Imported on 11/24 3 ::: * myContacts,* Other,ramosfb20@gmail.com,,,,,Home,407-946-3621,,,,,,,,,Home,"380 Via Casitas
Greenbrae, CA 94904",380 Via Casitas,Greenbrae,,CA,94904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabiane,,Silva Ramos,,,,,,,,Go Happy Transportation,Driver,,1979-12-04,"Driver_FirstNm: Fabiane
Driver_LastNm: Silva Ramos
Driver_NickNm: Fabi
Driver_SS#: 881-39-4830
Driver_HmLocation1_Street: 380 Via Casitas
Driver_City: Greenbrae
Driver_State: CA
Driver_ZIP: 94904
Driver_Cell: 407-946-3621
Driver_DOB: 12/4/1979
Driver_Age: 45
DL/CDL #: Y7136776
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 12/4/2024
Make: Subaru
Model: Crosstrek
Color: White
Plate No: 9LNY179
VIN #: JF2GUADC6R8328195
Registration Expiration Date: 2/10/25
Reg_Vehicle_Owner (Y/N): Y
Auto Insurance Company: Progressive
Policy Number: 953847257
Policy Exp Dates: 11-23-24
",https://lh3.googleusercontent.com/contacts/AG6tpzHZ4Z3mN1Wrtjm74oUs3mMGebSUzDfhtw0vMqpPLz6E1rOatl6S,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Home,ramosfb20@gmail.com,,,,,Mobile,(407) 946-3621,,,,,,,,,,"785 Baywood Dr
Petaluma, CA 94954
US",785 Baywood Dr,Petaluma,,CA,94954,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fabiano Nunes,,Carvalho,,,,,,,,Go Happy Transportation,Go Happy Driver,,1981-01-15,"Street address line 2: Apt. 37
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: D2816990
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 1/15/2030
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/26/2025
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94904
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2013
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Toyota
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Prius
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Silver
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 8J0L708
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: JTDKN3DU1D5623998
",,Imported on 11/24 3 ::: * myContacts,* Other,fabianonunescarvalho69@gmail.com,,,,,Home,415-622-8006,,,,,,,,,Home,"429 Via Hidalgo
Greenbrae, CA 94904",429 Via Hidalgo,Greenbrae,,CA,94904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima Gabriela,,Interian Martinez,,,,,,,,Go Happy Transportation,Go Happy Driver,,1977-02-03,"Custom Field 1 - Label: CDL #
Custom Field 1 - Value: F8541234
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 2/3/2029
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 8/11/2025
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94949
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2015
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Acura
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Sudan
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Grey
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 7JRC256
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 19UUB2F58FA009642
",,Imported on 11/24 3 ::: * myContacts,* Other,rigoazulo@aol.com,,,,,Home,(415) 250-2223,,,,,,,,,Home,"13 Edwards CT
Novato, CA 94949",13 Edwards CT,Novato,,CA,94949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fenton,,,,,,,,,,,,,,,,* myContacts,,,,,,,Main,+17073646031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah,,Lazerwitz,Fernanda,,,,,,,Grant Grover,,,,,,GO HAPPY RIDERS ::: * myContacts,,,,,,,,415-902-3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernanda,,Campos,,,,,,,,Go Happy Transportation,Driver,,1973-06-22,"Driver_FirstNm: Fernanda
Driver_MiddleNm: Cristina Magalhaes Nery
Driver_LastNm: Campos
Driver_SS#: 470-87-3424
Driver_HmLocation1_Street: 429 Via Hidalgo
HmLocation1_Street2: Apt. 38
Driver_City: Greenbrae
Driver_State: CA
Driver_ZIP: 94904-1762
Driver_Cell: 415-849-8442
Driver_DOB: 6/22/1973
Driver_Age: 51
DL/CDL #: Y2229227
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 1/18/2025
Make: Volks
Model: Tiguan
Color: Black
Plate No: 9GCE234
VIN #: 3VVNB7AX9PMO61358
Registration Expiration Date: 4/28/25
Reg_Vehicle_Owner (Y/N): N
Auto Insurance Company: Tesla Insurance
Policy Number: TLA-CA-A-R-9992DYYT
Policy Exp Dates: 11-17-24
",https://lh3.googleusercontent.com/contacts/AG6tpzEDy96gzcSKUaKVUXYQKvixxNso4s9atu5P9JoqUZ3WPml7fab5,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Home,fernandacampos22@hotmail.com,,,,,Mobile,(415) 849-8442,,,,,,,,,,"429 Vía Hidalgo
Greenbrae, CA 94904-1714
US",429 Vía Hidalgo,Greenbrae,,CA,94904-1714,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernanda,Cristina Magalhaes Nery,Campos,,,,,,,,Go Happy Transportation,Go Happy Driver,,1973-06-22,"Street address line 2: Apt. 38
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: Y2229227
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 6/22/2029
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 1/1/2017
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94904
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2023
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Volks
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Tiguan
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Black
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 9GCE234
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 3VVNB7AX9PMO61358
",,Imported on 11/24 3 ::: * myContacts,* Other,fernandacampos22@hotmail.com,,,,,Home,415-849-8442,,,,,,,,,Home,"429 Via Hidalgo
Greenbrae, CA 94904",429 Via Hidalgo,Greenbrae,,CA,94904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernanda,,David De Moura,,,,,,,,Go Happy Transportation,Go Happy Driver,,1990-12-22,"Street address line 2: Apt 213
Custom Field 1 - Label: CDL #
Custom Field 1 - Value: W1325356
Custom Field 2 - Label: DL_Exp
Custom Field 2 - Value: 12/22/2027
Custom Field 3 - Label: Contract Date
Custom Field 3 - Value: 4/12/2023
Custom Field 4 - Label: CDL_St_of_Issue
Custom Field 4 - Value: CA
Custom Field 5 - Label: License_Zip_Code
Custom Field 5 - Value: 94925
Custom Field 6 - Label: Vehicle_Year
Custom Field 6 - Value: 2019
Custom Field 7 - Label: Vehicle_Make
Custom Field 7- Value: Ford
Custom Field 8 - Label: Vehicle_Model
Custom Field 8- Value: Fusion
Custom Field 9 - Label: Vehicle_Color
Custom Field 9- Value: Black
Custom Field 10 - Label: Vehicle_Plate No
Custom Field 10- Value: 9PED033
Custom Field 11 - Label: Vehicle_VIN #
Custom Field 11 Value: 3FA6P0LU0KR174101
",,Imported on 11/24 3 ::: * myContacts,* Other,mouracafernanda22@gmail.com,,,,,Home,415-936-9491,,,,,,,,,Home,"711 Meadowsweet Dr.
Corte Madera, CA 94925",711 Meadowsweet Dr.,Corte Madera,,CA,94925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernanda,,De Moura,,,,,,,,Go Happy Transportation,Driver,,,"Driver_FirstNm: Fernanda
Driver_MiddleNm: David
Driver_LastNm: De Moura
Driver_SS#: 346-45-0942
Driver_HmLocation1_Street: 711 Meadowsweet Drive
HmLocation1_Street2: Apt. 203
Driver_City: Corte Madera
Driver_State: CA
Driver_ZIP: 94949
License_Zip_Code: 94949
Driver_Cell: 415-936-9491
Driver_DOB: 12/22/1990
Driver_Age: 34
DL/CDL #: W1325356
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 12/22/2027
",,Imported on 1/19 ::: GO HAPPY DRIVERS ::: * myContacts,* Home,mouracafernanda22@gmail.com,,,,,Mobile,415-936-9491,,,,,,,,,,"711 Meadowsweet Dr Apt 203
Corte Madera, CA 94925-1767
US",711 Meadowsweet Dr Apt 203,Corte Madera,,CA,94925-1767,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Francisco,,Isreals Cousin,,,,,,,,Stone masson,,,,,,* myContacts,,,,,,,Home,4158947529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Driver_FirstNm: Frederico
Driver_MiddleNm: Antonio
Driver_LastNm: Campos
Driver_NickNm: Freddy
Driver_ITIN: 95-397-9865
Driver_HmLocation1_Street: 195 San Andreas
Driver_City: Novato
Driver_State: CA
Driver_ZIP: 94945
License_Zip_Code: 94945
Driver_Cell: 415-532-7162
Driver_DOB: 3/29/1985
Driver_Age: 39
DL/CDL #: Y4006805
DL/CDL_St_of_Issue: CA
Driver_DL_Exp: 3/29/2026
Make: Toyota
Model: Prius
Color: Black
Plate No: 9MBT858
VIN #: JTDKN3DU1A1011433
Registration Expiration Date: 5/10/25
Reg_Vehicle_Owner (Y/N): N
Auto Insurance Company: Infinity 
Policy Number: 10164936801
Policy Exp Dates: 12-24-24
",https://lh3.googleusercontent.com/contacts/AG6tpzHcNKPnqbvWc74Ylm2Uz9MidyAULYyVG9uza8MVRb6-IeacBI5F,Go Happy - Former Drivers ::: Imported on 1/19 ::: * myContacts,* Other,fredcampos1313@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederico,,,,,,,,,,Irene Hunt Student,,,,,,GO HAPPY ALL ::: * myContacts,,,,,,,Main,4158700870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabriela,,Maldonado,,,,,,,,Lucas Valley Elementary,,,2020-02-09,Wheelchair Van,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Mom Mobile,415-504-5857,Dad Mobile,415-726-8871,School Office,415.492.3730,Teacher Mobile,415-479-0340,,,Home,"20 Green Way #11
San Rafael, CA 94901-3454
US","20 Green Way #11
San Rafael, CA 94901-3454
US",,,,,,,Lucas Valley Elementary,"1175 Idylberry Rd
San Rafael, CA 94903-1131
US","1175 Idylberry Rd
San Rafael, CA 94903-1131
US",,,,,,,,,,,,,,,,Rider,Yadiel Maldonado,Mom,Gabriela Maldonado,Dad,Gilberto Maldonado,Teacher,Laura Becker,,,,,,,,,,,,,Rider FirstNm,Yadiel,Rider LastNm,Maldonado,Job Title,Yadiel Maldonado Parent,Custom Field 1 - Label,Home Language,Custom Field 1 - Value,Spanish,,
Gabriela,,Maldonado,,,,Yadiel Maldonado Parent,,,,Lucas Valley Elementary,,,2020-02-09,Wheelchair Van,,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Mom Mobile,415-504-5857,Dad Mobile,415-726-8871,Teacher,415-479-0340,,,,,Home,"20 Green Way #11
San Rafael, CA 94901-3454
US",20 Green Way #11,San Rafael,,CA,94901-3454,US,,Lucas Valley Elementary,"1175 Idylberry Rd
San Rafael, CA 94903-1131
US",1175 Idylberry Rd,San Rafael,,CA,94903-1131,US,,,,,,,,,,,Dad,Gilberto Maldonado,Mom,Gabriela Maldonado,Teacher,Laura Becker,,,,,,,,,,,,,,,Home Language,Spanish,,,,,,,,,,
Gary,,,,,,,,,,The Palm Guy,,,,,,* myContacts,,,,,,,Main,+19253252690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geraldine,,Kitterman,,,,,,,,Compass Academy,,,2008-05-18,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Grandmother Mobile,415-342-7344,Grandfather Mobile,415-306-4539,School Office,415 695-5765,Teacher Mobile,415-493-4309,Home,415-472-4267,Home,"160 Shenandoah Pl
San Rafael, CA 94903-2210
US","160 Shenandoah Pl
San Rafael, CA 94903-2210
US",,,,,,,,,,,,,,,,,,,,,,,,,Rider,Brandon Kitterman,Grandmother,Geraldine Kitterman,Grandfather,Ernest Waters,Teacher,Samantha Rapoport,,,,,,,,,,,,,Rider FirstNm,Brandon,Rider LastNm,Kitterman,Job Title,Brandon Kitterman Parent,Custom Field 1 - Label,School,Custom Field 1 - Value,Compass Academy,,
Geraldine,,Kitterman,,,,Brandon Kitterman Parent,,,,Compass Academy,,,2008-05-18,"Rider_FirstNm: Brandon
Rider_LastNm: Kitterman
160 Shannandoah Place
San Rafael
94903
",,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Grandmother Mobile,415-342-7344,Grandfather Mobile,415-306-4539,Home,415-472-4267,Teacher,415-493-4309,,,Home,"160 Shenandoah Pl
San Rafael, CA 94903-2210
US",160 Shenandoah Pl,San Rafael,,CA,94903-2210,US,,,,,,,,,,,,,,,,,,,,Grandmother,Geraldine Waters,Grandfather,Ernest Water,Teacher,Samantha Rapoport,,,,,,,,,,,,,,,School,Compass Academy,,,,,,,,,,
Gilberto,,Maldonado,,,,,,,,Lucas Valley Elementary,,,2020-02-09,,,GHT RIDERS 2025/26 ::: Imported on 11/24 1 ::: * myContacts,,,,,,,Dad Mobile,415-726-8871,School Office,415.492.3730,Teacher Mobile,415-479-0340,,,,,Home,"20 Green Way #11
San Rafael, CA 94901-3454
US","20 Green Way #11
San Rafael, CA 94901-3454
US",,,,,,,Lucas Valley Elementary,"1175 Idylberry Rd
San Rafael, CA 94903-1131
US","1175 Idylberry Rd
San Rafael, CA 94903-1131
US",,,,,,,,,,,,,,,,Rider,Yadiel Maldonado,Mom,Gabriela Maldonado,Dad,Gilberto Maldonado,Teacher,Laura Becker,,,,,,,,,,,,,Rider FirstNm,Yadiel,Rider LastNm,Maldonado,Job Title,Yadiel Maldonado Parent,,,,,,
Gilberto,,Maldonado,,,,Yadiel Maldonado Parent,,,,Lucas Valley Elementary,,,,"Rider_FirstNm: Yadiel
Rider_LastNm: Maldonado
20 Green Way
11
San Rafael
94901
",,Imported on 11/19 ::: GO HAPPY RIDERS ::: GHT RIDERS 2025/26 ::: Imported on 11/19 1 ::: * myContacts,,,,,,,Work Mobile,415-726-8871,,,,,,,,,,"20 Green Way #11
San Rafael, CA 94901-3454
US",20 Green Way #11,San Rafael,,CA,94901-3454,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
